/society,0.746856,Pablo Escobar,0.945945,Wiz Khalifa,0.75978,Hip hop music,0.678176,Colombia,0.43117,Rapping,0.420525
/health and fitness/weight loss,0.892701,Nutrition,0.969883,Academy Award for Best Actress,0.950709,Brideshead Revisited,0.825489,Dieting,0.698774,Actor,0.678832
/sports/auto racing/nascar,0.877873,Police,0.984366,United States,0.85348,Coroner,0.710297,American films,0.645306,Sheriff,0.644805
"/law, govt and politics/government",0.865779,Supreme Court of the United States,0.949377,United States,0.908565,Ruth Bader Ginsburg,0.823758,Jury,0.821755,Appeal,0.741083
/travel/transports/air travel/airlines,0.999993,Pan American World Airways,0.975574,Boeing 707,0.822375,Pakistan International Airlines,0.812302,Northwest Airlines,0.780055,Japan Airlines,0.751156
"/law, govt and politics/immigration",0.999728,President of the United States,0.982638,Bill Clinton,0.959863,George W. Bush,0.895432,Democratic Party,0.841696,Barack Obama,0.774652
/technology and computing/consumer electronics/game systems and consoles/nintendo,1.0,Time,0.936489,Video game console,0.912951,Past,0.759951,Future,0.748958,Price,0.67548
"/law, govt and politics/politics/elections/presidential elections",0.946006,Voting,0.970658,United States,0.850691,Nicolas Sarkozy,0.83175,Jean-Marie Le Pen,0.80073,Nationalism,0.785678
/society/unrest and war,0.627297,Human rights,0.931928,Portuguese-language surnames,0.668338
/art and entertainment/shows and events/concert,0.669554,Stevie Wonder,0.956848,Elton John,0.920504
/sports/tennis,0.988196,BNP Paribas Open,0.910552,ATP World Tour Masters 1000,0.880549,Novak Djokovic,0.81585,US Open,0.761875,Rafael Nadal,0.741614
/society/teens,0.88381,Conan O'Brien,0.912966,Demi Lovato,0.90459,American television actors,0.899069,American people of Irish descent,0.718405,Jimmy Fallon,0.6141
"/law, govt and politics/politics/elections/presidential elections",0.842598,Bill Clinton,0.953721,President of the United States,0.700506,United States Congress,0.620407,Hillary Rodham Clinton,0.578391,Democratic Party,0.427988
/technology and computing/internet technology/web search,0.792773,Central Park,0.937646,Friends,0.932431,Latitude,0.905135,Urban park,0.889993,New York City,0.783558
/art and entertainment/movies and tv/movies,0.911319,Lara Croft,0.94688,Angelina Jolie,0.675982,Lara Croft: Tomb Raider,0.65041,Lara Croft Tomb Raider: The Cradle of Life,0.602048,Jon Voight,0.423121
/education/special education,0.980294,United States,0.983771,Canada,0.787649,California,0.541967,President of the United States,0.538178,U.S. state,0.521119
"/law, govt and politics",0.734268,United States,0.950368,President of the United States,0.810703,"Washington, D.C.",0.805793,Democratic Party,0.763397,White House,0.701517
/family and parenting/babies and toddlers/baby clothes,0.824279,English-language films,0.909848,United States,0.830557,T-shirt,0.628302,2004 albums,0.603254
/art and entertainment/shows and events,0.639091,English-language films,0.946443,Alcoholism,0.942964,American films,0.846981,Addiction,0.830209,Drug addiction,0.764064
"/law, govt and politics/government/parliament",0.798909,European Commission,0.972279,European Union,0.917419,President of the European Commission,0.827618,United Kingdom,0.798021,Europe,0.695172
/technology and computing/internet technology,0.858034,Sun,0.98531,United Kingdom,0.741052,Solar energy,0.636176,Solar power,0.60597,Earth,0.443811
/sports/soccer,0.712837,England,0.947802,South America,0.788513,Americas,0.769882,Liverpool,0.765242,Liverpool F.C.,0.658052
/education/teaching and classroom resources,0.894465,Hillary Rodham Clinton,0.985108,Republic,0.866114,Democratic Party,0.863328,Liberal democracy,0.809132,Liberalism in the United States,0.800701
/art and entertainment/movies and tv/television,0.954946,United Kingdom,0.98853,Television,0.973259,Television licence,0.904047,Broadcast station,0.899084,Budget,0.81585
"/law, govt and politics",0.716435,Barack Obama,0.987588,Democratic Party,0.875622,Bill Clinton,0.866791,President of the United States,0.823714,"United States presidential election, 2008",0.756571
"/law, govt and politics",0.596943,Angelina Jolie,0.966945,Brad Pitt,0.923091,White House,0.813772,Donald Trump,0.744421,Mr. & Mrs. Smith,0.727797
/finance/investing/funds/hedge fund,0.964893,Ponzi scheme,0.98688,Fraud,0.541122,Confidence trick,0.519483,Mutual fund,0.513107,Charles Ponzi,0.496639
/art and entertainment/shows and events/exhibition,0.82601,Graffiti,0.932431,Philadelphia,0.902751,Suburb,0.897072,Modern history,0.887314,City,0.835016
/technology and computing/internet technology,0.963854,Prison,0.949819,Google,0.909247,Hearing,0.840207,Audiogram,0.826272,Technology,0.813095
"/law, govt and politics/politics/elections/presidential elections",0.785134,Saturday Night Live,0.949819,Tina Fey,0.882699,30 Rock,0.86342,Dan Aykroyd,0.831922,Alec Baldwin,0.815341
/sports/basketball,0.775279,John Calipari,0.971962,Kentucky Wildcats men's basketball,0.937309,Southeastern Conference,0.832427,Memphis Tigers basketball,0.827823,English-language films,0.821395
/science/computer science/artificial intelligence,0.939644,Computer,0.985053,Artificial intelligence,0.743073,Africa,0.600772,Alan Turing,0.574624,Computer science,0.556346
/art and entertainment/music/recording industry/music awards,0.845082,Paul McCartney,0.98568,Michael Jackson,0.758601,Grammy Award winners,0.728127,The Beatles,0.719188,Elvis Costello,0.568346
/education/homework and study tips,0.950793,University,0.970158,College,0.777,Higher education,0.679431
/sports/hunting and shooting,0.9617,Drugs in sport,0.9477,BBC,0.754919
"/law, govt and politics/government",0.888751,Barack Obama,0.973491,Health care,0.770137,Democratic Party,0.697196,President of the United States,0.668447,Medicine,0.577973
/sports/basketball,0.934208,Boston Celtics,0.926149,Kobe Bryant,0.883188,Washington Wizards,0.80875,Dwyane Wade,0.799749
/society/work/unemployment,0.800371,Sweden,0.94529,1950s,0.88803,Food security,0.817642,Food,0.791362,Newspaper,0.777116
