/finance/financial news,0.860674,United Kingdom,0.983378,European Union,0.859684,London,0.780384,Europe,0.719668,Republic of Ireland,0.574689
/art and entertainment/comics and animation/comics,0.942828,Captain Marvel,0.897311,Toyman,0.823044
/sports/soccer,0.933724,Chelsea F.C.,0.97321,Stamford Bridge,0.743233,"Chelsea, London",0.666862,FA Cup,0.604705
/education/special education,0.936117,New York City,0.953422,Cereal,0.705649,Will Keith Kellogg,0.665627,John Harvey Kellogg,0.628351
"/finance/grants, scholarships and financial aid/government grants",0.671649,Neil deGrasse Tyson,0.98075,Donald Trump,0.745731,Bill Nye,0.637773,President of the United States,0.628055,Ivana Trump,0.624746
/food and drink/beverages/alcoholic beverages,0.792669,Procter & Gamble,0.920089,Paper,0.905995,Ohio,0.905934,Amazon.com,0.886029,Toilet paper,0.842262
/sports/soccer,0.844551,South America,0.959772,Brazil,0.858562,Uruguay,0.671192,Argentina national football team,0.659982,Argentina,0.656096
/travel/transports/air travel/airlines,0.999999,Middle East,0.981242,Arabic language,0.889479,Egypt,0.810984,Saudi Arabia,0.785725,Western Asia,0.735739
/sports/auto racing/nascar,0.955938,United States,0.986394,Automobile,0.822544,Tony Stewart,0.80717,Indianapolis Motor Speedway,0.768336,"Bradenton, Florida",0.687172
/technology and computing/hardware/computer,0.879703,Psychology,0.980307,Brain,0.944369,Human brain,0.8246,Computer,0.684583,Electroencephalography,0.668011
/education/homework and study tips,0.954053,Childhood,0.983037,Black people,0.728747,Racism,0.723164,White people,0.687774,Race,0.67458
/technology and computing/internet technology,0.993712,Internet activism,0.961908,Federal Communications Commission,0.936214,Network neutrality,0.905173,Internet,0.728035,Wi-Fi,0.721772
/business and industrial/company/bankruptcy,0.953156,Government of Japan,0.949819,Cost overrun,0.919913,Management,0.868421,Japan,0.79259,Dr. Dre,0.778568
/education/school,0.952178,Education,0.98004,Teacher,0.819496,School,0.761806,Exercise,0.618616,High school,0.578517
/art and entertainment/music/music genres/punk,0.974194,French house,0.986984,House music,0.833469,Law,0.811748,Daft Punk,0.745731
"/law, govt and politics/immigration",0.88302,President of the United States,0.931004,Donald Trump,0.8811,University,0.854329,Ivana Trump,0.738153,Fred Trump,0.735448
"/law, govt and politics",0.891877,United States,0.952462,Federal Bureau of Investigation,0.928421,Donald Trump,0.84105
"/law, govt and politics/government",0.898955,Barack Obama,0.95699,George W. Bush,0.721318,United States House of Representatives,0.715185,George H. W. Bush,0.698176,Democratic Party,0.657743
"/law, govt and politics",0.762762,National security,0.976951,Official,0.933341,Russia,0.881875,Office,0.839235,Ivanka Trump,0.810183
"/law, govt and politics/espionage and intelligence/secret service",0.99915,United States Secret Service,0.949785,White House,0.799079,United States Department of the Treasury,0.677681,President of the United States,0.670934,"Washington, D.C.",0.629191
/art and entertainment/shows and events,0.575858,Jeffrey Dean Morgan,0.966117,The Walking Dead,0.935204,Supernatural,0.858542,American television actors,0.84647,American film actors,0.793744
/technology and computing/operating systems,0.98222,Google,0.949821,Google Voice,0.79124,Android,0.744939,Nexus One,0.719645,Motorola Droid,0.709882
/art and entertainment/movies and tv/movies,0.71334,Psycho,0.964271,Norman Bates,0.684695,Alfred Hitchcock,0.621571,Robert Bloch,0.539577,Joseph Stefano,0.498893
/technology and computing/consumer electronics/game systems and consoles/nintendo,0.999999,IPhone,0.911078,Google Voice,0.860934,App Store,0.795425,Wii,0.786154,Shigeru Miyamoto,0.76092
/business and industrial/advertising and marketing/advertising,0.95812,Google,0.909247,YouTube,0.705976,The Carrier,0.644805,Google services,0.630006,Carrier Corporation,0.627417
/art and entertainment/movies and tv/movies/reviews,0.682192,Lara Croft,0.974258,Angelina Jolie,0.9231,Lara Croft: Tomb Raider,0.852788,Lara Croft Tomb Raider: The Cradle of Life,0.78319,Tomb Raider,0.616631
/sports/golf,0.993188,The Open Championship,0.94826,Gary Player,0.831866,Jack Nicklaus,0.815936,Arnold Palmer,0.795123,Links,0.76259
/art and entertainment/shows and events/concert,0.687743,Stevie Wonder,0.957137,Elton John,0.946392
/sports/bodybuilding,0.762535,Jesse Ventura,0.909772,Donald Trump,0.8811,Arnold Schwarzenegger,0.86526,Kayfabe,0.832674,Ivana Trump,0.738153
"/law, govt and politics",0.677132,Native Americans in the United States,0.935986,Plea,0.82593,Pleas,0.73395,Disorderly conduct,0.725827,Barbra Streisand,0.678589
/art and entertainment/theatre/theatre awards,0.938565,Los Angeles,0.985493,Broadway theatre,0.980418,American film actors,0.962899,American Idiot,0.824434,Romeo and Juliet,0.767197
/finance/bank/atms,0.991499,Bank,0.976731,Bank of America,0.916293,JPMorgan Chase,0.613891,Automated teller machine,0.59202,Credit card,0.588995
/business and industrial/automation,0.985736,Artificial intelligence,0.918361,Million,0.876278,Robotics,0.801388,Cybernetics,0.747974,United Kingdom,0.736913
/art and entertainment/movies and tv/movies,0.586529,Carrie Fisher,0.924608,James Blunt,0.867622,Debbie Reynolds,0.840696,English-language films,0.771643,American television actors,0.678282
/health and fitness/nutrition,0.999999,Donald Trump,0.92115,Food,0.786958,Ivana Trump,0.771705,Fred Trump,0.768877
"/law, govt and politics/politics/elections/presidential elections",0.88083,Hillary Rodham Clinton,0.956732,Democratic Party,0.806801,Law,0.737887,Bill Clinton,0.709776,United States,0.67764
/technology and computing/internet technology/social network,0.993105,Authentication,0.980422,Two-factor authentication,0.809508,Security token,0.790188,Password,0.670214,One-time password,0.586845
/sports/tennis,0.991982,Roger Federer,0.986288,2009 Wimbledon Championships,0.975878,2008 ATP Tour,0.880427,2006 ATP Tour,0.874925,2009 French Open,0.874314
/art and entertainment/movies and tv/talk shows,0.57336,The Fresh Prince of Bel-Air,0.989015,American television actors,0.64003,African American actors,0.505089,American film actors,0.449045,Will Smith,0.365247
/art and entertainment/movies and tv/television,0.830492,Sovereign state,0.94882,Nationality,0.814607,Government,0.712,United Kingdom,0.705104,London,0.68
/family and parenting/motherhood,0.854088,England,0.987458,Mother,0.963901,Mother's Day,0.953895
/art and entertainment/music/recording industry/music awards,0.873857,Paul McCartney,0.989719,The Beatles,0.782753,Grammy Award winners,0.772511,Michael Jackson,0.742779,BRIT Award winners,0.58558
/art and entertainment/movies and tv/movies/reviews,0.58047,Olivia Newton-John,0.976393,Grease,0.871235,John Travolta,0.860821,Mind,0.852611,Thought,0.810052
"/law, govt and politics/immigration",0.920952,Immigration,0.985636,Chicago,0.796252,Law enforcement agency,0.777285,"Washington, D.C.",0.766259,Population,0.752969
/business and industrial/company/earnings,0.864529,Finance,0.934421,Agreement,0.887656,Civil procedure,0.632338,Costs,0.613279,Credit card,0.599057
/style and fashion/clothing/leggings,0.999964,Southwest Airlines,0.932319,Northwest Airlines,0.868098,Airline,0.84105,Delta Air Lines,0.829493,Aircraft,0.811212
